iter	Passed	Remaining
419	2561	6585
420	2568	6582
421	2575	6578
422	2582	6576
423	2589	6571
424	2597	6568
425	2603	6563
426	2606	6550
427	2613	6545
428	2617	6534
429	2622	6526
430	2626	6514
431	2632	6508
432	2638	6502
433	2645	6497
434	2652	6493
435	2659	6489
436	2665	6484
437	2671	6477
438	2677	6471
439	2683	6463
440	2689	6458
441	2695	6452
442	2701	6446
443	2707	6439
444	2714	6435
445	2721	6431
446	2725	6421
447	2732	6416
448	2739	6413
449	2747	6410
450	2751	6399
451	2758	6394
452	2765	6390
453	2771	6386
454	2778	6381
455	2781	6367
456	2787	6362
457	2793	6355
458	2799	6350
459	2804	6340
460	2811	6335
461	2817	6330
462	2824	6326
463	2831	6321
464	2838	6317
465	2845	6313
466	2852	6310
467	2859	6306
468	2866	6301
469	2873	6297
470	2881	6294
471	2887	6289
472	2894	6285
473	2902	6282
474	2908	6276
475	2910	6262
476	2917	6257
477	2922	6247
478	2928	6242
479	2932	6232
480	2940	6229
481	2947	6225
482	2953	6219
483	2957	6207
484	2963	6201
485	2969	6196
486	2972	6182
487	2978	6176
488	2983	6168
489	2990	6165
490	2994	6153
491	3001	6148
492	3008	6145
493	3015	6140
494	3021	6135
495	3028	6130
496	3035	6125
497	3041	6120
498	3047	6112
499	3054	6109
500	3061	6103
501	3067	6097
502	3073	6092
503	3080	6088
504	3087	6083
505	3092	6074
506	3098	6068
507	3104	6063
508	3111	6058
509	3117	6052
510	3124	6047
511	3126	6032
512	3133	6028
513	3138	6021
514	3146	6017
515	3152	6011
516	3159	6006
517	3165	6000
518	3171	5994
519	3178	5989
520	3185	5986
521	3192	5980
522	3195	5970
523	3202	5965
524	3206	5955
525	3213	5950
526	3220	5946
527	3228	5943
528	3236	5940
529	3243	5936
530	3250	5931
531	3258	5928
532	3265	5923
533	3271	5918
534	3278	5913
535	3284	5907
536	3291	5902
537	3298	5897
538	3304	5891
539	3306	5879
540	3313	5873
541	3320	5868
542	3327	5864
543	3333	5858
544	3337	5847
545	3344	5843
546	3347	5831
547	3353	5826
548	3361	5822
549	3367	5816
550	3374	5812
551	3382	5808
552	3388	5802
553	3390	5790
554	3398	5786
555	3404	5780
556	3411	5776
557	3418	5771
558	3425	5766
559	3432	5762
560	3439	5756
561	3445	5751
562	3452	5746
563	3459	5741
564	3465	5735
565	3472	5730
566	3479	5725
567	3487	5723
568	3494	5717
569	3501	5712
570	3507	5706
571	3513	5700
572	3520	5695
573	3527	5691
574	3535	5686
575	3542	5682
576	3546	5672
577	3548	5660
578	3550	5648
579	3557	5642
580	3564	5637
581	3570	5632
582	3577	5627
583	3584	5622
584	3591	5618
585	3598	5612
586	3604	5606
587	3609	5598
588	3616	5593
589	3623	5588
590	3626	5577
591	3633	5573
592	3640	5567
593	3646	5562
594	3653	5556
595	3660	5551
596	3663	5541
597	3669	5534
598	3676	5530
599	3684	5526
600	3691	5521
601	3698	5516
602	3704	5511
603	3711	5505
604	3719	5502
605	3726	5497
606	3729	5486
607	3735	5480
608	3742	5475
609	3749	5470
610	3757	5466
611	3763	5460
612	3770	5455
613	3776	5449
614	3784	5445
615	3792	5442
616	3799	5437
617	3805	5430
618	3810	5423
619	3817	5417
620	3823	5412
621	3830	5406
622	3837	5401
623	3844	5397
624	3851	5392
625	3858	5386
626	3864	5381
627	3871	5375
628	3878	5370
629	3884	5364
630	3890	5358
631	3897	5352
632	3902	5345
633	3909	5339
634	3916	5334
635	3922	5328
636	3925	5318
637	3930	5311
638	3938	5306
639	3945	5301
640	3952	5296
641	3955	5285
642	3958	5276
643	3965	5271
644	3972	5266
645	3979	5260
646	3981	5249
647	3988	5243
648	3994	5238
649	4001	5232
650	4008	5227
651	4011	5216
652	4018	5211
653	4023	5205
654	4030	5199
655	4036	5193
656	4042	5186
657	4048	5180
658	4055	5175
